branch_id,parent_id,depth,weight,phase,observation_token,memory_length,memory_record,memory_hash
b0.1.2.2.3,b0.1.2.2,4,0.001849734919050384,2.2849408324227847,t4:q3:r2,3,t2:q2:r2|t3:q2:r0|t4:q3:r2,cf4b012b67879c2e
b0.1.2.2.4,b0.1.2.2,4,0.001072768541290115,2.8297404456192177,t4:q4:r0,3,t2:q2:r2|t3:q2:r0|t4:q4:r0,e0867ed0fd2d7a7f
b0.1.2.3.0,b0.1.2.3,4,0.001753520221462038,2.33835785165801,,1,t2:q2:r2,fe3f5fcb885a05fa
b0.1.2.3.1,b0.1.2.3,4,0.001390051006730591,2.5706427322876912,,1,t2:q2:r2,fe3f5fcb885a05fa
b0.1.2.3.2,b0.1.2.3,4,0.001303486166591614,2.6349408324227848,t4:q2:r0,2,t2:q2:r2|t4:q2:r0,15bd5c58c3d39ab6
b0.1.2.3.3,b0.1.2.3,4,0.001145073315153912,2.7645145085882312,t4:q3:r1,2,t2:q2:r2|t4:q3:r1,b198caf3d1c15f91
b0.1.2.3.4,b0.1.2.3,4,0.0006640944155384885,3.3093141217846638,t4:q4:r2,2,t2:q2:r2|t4:q4:r2,fd0843aca4346550
b0.1.2.4.0,b0.1.2.4,4,0.0020479221820147,2.1831574648544434,,2,t2:q2:r2|t3:q4:r2,c4f25e5d873d543b
b0.1.2.4.1,b0.1.2.4,4,0.0016234294055884493,2.4154423454841245,,2,t2:q2:r2|t3:q4:r2,c4f25e5d873d543b
b0.1.2.4.2,b0.1.2.4,4,0.001522331024096528,2.4797404456192176,t4:q2:r1,3,t2:q2:r2|t3:q4:r2|t4:q2:r1,271b816fdd070443
b0.1.2.4.3,b0.1.2.4,4,0.0013373219273066553,2.6093141217846645,t4:q3:r2,3,t2:q2:r2|t3:q4:r2|t4:q3:r2,5e2a6b264cb14783
b0.1.2.4.4,b0.1.2.4,4,0.0007755905337660809,3.154113734981097,t4:q4:r0,3,t2:q2:r2|t3:q4:r2|t4:q4:r0,bb544d00a5a11043
b0.1.3.0.0,b0.1.3.0,4,0.0033474816047689097,1.6917748708932356,,0,EMPTY,cc1d2f838445db7a
b0.1.3.0.1,b0.1.3.0,4,0.0026536164897154532,1.924059751522917,,0,EMPTY,cc1d2f838445db7a
b0.1.3.0.2,b0.1.3.0,4,0.00248836364207884,1.98835785165801,t4:q2:r2,1,t4:q2:r2,551c21015b186952
b0.1.3.0.3,b0.1.3.0,4,0.002185952469594863,2.1179315278234565,t4:q3:r0,1,t4:q3:r0,6af09efde58bb5db
b0.1.3.0.4,b0.1.3.0,4,0.0012677605953077273,2.6627311410198895,t4:q4:r1,1,t4:q4:r1,de2188d0f8b87475
b0.1.3.1.0,b0.1.3.1,4,0.0026536164897154532,1.924059751522917,,1,t3:q1:r1,15b6f910cc830186
b0.1.3.1.1,b0.1.3.1,4,0.002103575554965859,2.1563446321525985,,1,t3:q1:r1,15b6f910cc830186
b0.1.3.1.2,b0.1.3.1,4,0.001972576274540769,2.2206427322876916,t4:q2:r0,2,t3:q1:r1|t4:q2:r0,28d166f7e83150e8
b0.1.3.1.3,b0.1.3.1,4,0.0017328488111144052,2.350216408453138,t4:q3:r1,2,t3:q1:r1|t4:q3:r1,56c0b34234df91fd
b0.1.3.1.4,b0.1.3.1,4,0.0010049795093503748,2.895016021649571,t4:q4:r2,2,t3:q1:r1|t4:q4:r2,643fee9606a09da1
b0.1.3.2.0,b0.1.3.2,4,0.00248836364207884,1.9883578516580103,,1,t3:q2:r2,31563140965101ea
b0.1.3.2.1,b0.1.3.2,4,0.001972576274540769,2.2206427322876916,,1,t3:q2:r2,31563140965101ea
b0.1.3.2.2,b0.1.3.2,4,0.001849734919050384,2.2849408324227847,t4:q2:r0,2,t3:q2:r2|t4:q2:r0,8ed4ef8a54f30fb9
b0.1.3.2.3,b0.1.3.2,4,0.0016249363822950164,2.4145145085882316,t4:q3:r1,2,t3:q2:r2|t4:q3:r1,6afc4ff1c5512eea
b0.1.3.2.4,b0.1.3.2,4,0.0009423948342926749,2.959314121784664,t4:q4:r2,2,t3:q2:r2|t4:q4:r2,94386422d54541ce
b0.1.3.3.0,b0.1.3.3,4,0.0015404146700147077,2.467931527823457,,0,EMPTY,cc1d2f838445db7a
b0.1.3.3.1,b0.1.3.3,4,0.0012211179184755537,2.700216408453138,,0,EMPTY,cc1d2f838445db7a
b0.1.3.3.2,b0.1.3.3,4,0.0011450733151539118,2.7645145085882312,t4:q2:r2,1,t4:q2:r2,551c21015b186952
b0.1.3.3.3,b0.1.3.3,4,0.0010059123991366227,2.894088184753678,t4:q3:r0,1,t4:q3:r0,6af09efde58bb5db
b0.1.3.3.4,b0.1.3.3,4,0.0005833869307292032,3.4388877979501107,t4:q4:r1,1,t4:q4:r1,de2188d0f8b87475
b0.1.3.4.0,b0.1.3.4,4,0.001799037920186465,2.3127311410198894,,1,t3:q4:r1,3f52a1fd3d4d81fc
b0.1.3.4.1,b0.1.3.4,4,0.001426133808720291,2.545016021649571,,1,t3:q4:r1,3f52a1fd3d4d81fc
b0.1.3.4.2,b0.1.3.4,4,0.0013373219273066551,2.609314121784664,t4:q2:r0,2,t3:q4:r1|t4:q2:r0,a6cad113bc5fd26b
b0.1.3.4.3,b0.1.3.4,4,0.0011747970112588246,2.7388877979501105,t4:q3:r1,2,t3:q4:r1|t4:q3:r1,afb379d7c1417e66
b0.1.3.4.4,b0.1.3.4,4,0.0006813329105162379,3.2836874111465435,t4:q4:r2,2,t3:q4:r1|t4:q4:r2,2ff0eefb8ad065d6
b0.1.4.0.0,b0.1.4.0,4,0.0019413986951097948,2.2365744840896684,,1,t2:q4:r1,fdcbd870a065ef15
b0.1.4.0.1,b0.1.4.0,4,0.0015389860793009675,2.46885936471935,,1,t2:q4:r1,fdcbd870a065ef15
b0.1.4.0.2,b0.1.4.0,4,0.0014431463703365186,2.533157464854443,t4:q2:r0,2,t2:q4:r1|t4:q2:r0,ae66c45a4d04292e
b0.1.4.0.3,b0.1.4.0,4,0.0012677605953077275,2.6627311410198895,t4:q3:r1,2,t2:q4:r1|t4:q3:r1,25c37c7d9b3ece7a
b0.1.4.0.4,b0.1.4.0,4,0.0007352478836435449,3.2075307542163225,t4:q4:r2,2,t2:q4:r1|t4:q4:r2,c13a042a0c64d1ac
b0.1.4.1.0,b0.1.4.1,4,0.0015389860793009675,2.46885936471935,,2,t2:q4:r1|t3:q1:r2,be6a421582c54494
b0.1.4.1.1,b0.1.4.1,4,0.001219985445672825,2.701144245349031,,2,t2:q4:r1|t3:q1:r2,be6a421582c54494
b0.1.4.1.2,b0.1.4.1,4,0.001144011366617311,2.765442345484124,t4:q2:r1,3,t2:q4:r1|t3:q1:r2|t4:q2:r1,d636aea9163dcb51
b0.1.4.1.3,b0.1.4.1,4,0.0010049795093503753,2.895016021649571,t4:q3:r2,3,t2:q4:r1|t3:q1:r2|t4:q3:r2,ec3d9705168e805a
b0.1.4.1.4,b0.1.4.1,4,0.0005828458938460962,3.4398156348460036,t4:q4:r0,3,t2:q4:r1|t3:q1:r2|t4:q4:r0,60a55681d1102b41
b0.1.4.2.0,b0.1.4.2,4,0.0014431463703365184,2.533157464854443,,2,t2:q4:r1|t3:q2:r0,b49db9364f40f0c4
b0.1.4.2.1,b0.1.4.2,4,0.0011440113666173108,2.765442345484124,,2,t2:q4:r1|t3:q2:r0,b49db9364f40f0c4
b0.1.4.2.2,b0.1.4.2,4,0.0010727685412901151,2.8297404456192172,t4:q2:r1,3,t2:q4:r1|t3:q2:r0|t4:q2:r1,f04785dd5f9798e8
b0.1.4.2.3,b0.1.4.2,4,0.0009423948342926751,2.959314121784664,t4:q3:r2,3,t2:q4:r1|t3:q2:r0|t4:q3:r2,acc6876f6bca9342
b0.1.4.2.4,b0.1.4.2,4,0.0005465494116435369,3.5041137349810967,t4:q4:r0,3,t2:q4:r1|t3:q2:r0|t4:q4:r0,937f4dff8261ccee
b0.1.4.3.0,b0.1.4.3,4,0.0008933757921280612,3.0127311410198896,,1,t2:q4:r1,fdcbd870a065ef15
b0.1.4.3.1,b0.1.4.3,4,0.0007081970906505656,3.2450160216495707,,1,t2:q4:r1,fdcbd870a065ef15
b0.1.4.3.2,b0.1.4.3,4,0.0006640944155384887,3.3093141217846638,t4:q2:r0,2,t2:q4:r1|t4:q2:r0,ae66c45a4d04292e
b0.1.4.3.3,b0.1.4.3,4,0.0005833869307292033,3.4388877979501107,t4:q3:r1,2,t2:q4:r1|t4:q3:r1,25c37c7d9b3ece7a
b0.1.4.3.4,b0.1.4.3,4,0.0003383399103517913,3.9836874111465432,t4:q4:r2,2,t2:q4:r1|t4:q4:r2,c13a042a0c64d1ac
b0.1.4.4.0,b0.1.4.4,4,0.0010433664118504257,2.857530754216322,,2,t2:q4:r1|t3:q4:r2,c78cf84910990f35
b0.1.4.4.1,b0.1.4.4,4,0.0008270976937878255,3.0898156348460035,,2,t2:q4:r1|t3:q4:r2,c78cf84910990f35
b0.1.4.4.2,b0.1.4.4,4,0.000775590533766081,3.1541137349810966,t4:q2:r1,3,t2:q4:r1|t3:q4:r2|t4:q2:r1,d1b85f05a6dc5de3
b0.1.4.4.3,b0.1.4.4,4,0.0006813329105162381,3.283687411146543,t4:q3:r2,3,t2:q4:r1|t3:q4:r2|t4:q3:r2,c01ca0a969eb4659
b0.1.4.4.4,b0.1.4.4,4,0.000395144463684931,3.828487024342976,t4:q4:r0,3,t2:q4:r1|t3:q4:r2|t4:q4:r0,b032cf2aef3649f4
b0.2.0.0.0,b0.2.0.0,4,0.004806969577731234,1.3299163140981078,,1,t1:q2:r2,fb35b0c7b0cee53e
b0.2.0.0.1,b0.2.0.0,4,0.0038105821758231055,1.5622011947277894,,1,t1:q2:r2,fb35b0c7b0cee53e
b0.2.0.0.2,b0.2.0.0,4,0.003573279778076996,1.6264992948628825,t4:q2:r0,2,t1:q2:r2|t4:q2:r0,a0110e55154bb9e7
b0.2.0.0.3,b0.2.0.0,4,0.003139018599755491,1.756072971028329,t4:q3:r1,2,t1:q2:r2|t4:q3:r1,759602478b982b6b
b0.2.0.0.4,b0.2.0.0,4,0.0018204989102281813,2.300872584224762,t4:q4:r2,2,t1:q2:r2|t4:q4:r2,678bd5a17a265c32
b0.2.0.1.0,b0.2.0.1,4,0.0038105821758231055,1.5622011947277892,,2,t1:q2:r2|t3:q1:r2,c1a7b2d0a0d6da4f
b0.2.0.1.1,b0.2.0.1,4,0.0030207256950342655,1.7944860753574705,,2,t1:q2:r2|t3:q1:r2,c1a7b2d0a0d6da4f
b0.2.0.1.2,b0.2.0.1,4,0.002832611276478241,1.8587841754925636,t4:q2:r1,3,t1:q2:r2|t3:q1:r2|t4:q2:r1,fc55121fe8c20cd6
b0.2.0.1.3,b0.2.0.1,4,0.0024883636420788397,1.9883578516580103,t4:q3:r2,3,t1:q2:r2|t3:q1:r2|t4:q3:r2,11ca7c9306deb31c
b0.2.0.1.4,b0.2.0.1,4,0.001443146370336518,2.533157464854443,t4:q4:r0,3,t1:q2:r2|t3:q1:r2|t4:q4:r0,ab7e65d3fa294b1c
b0.2.0.2.0,b0.2.0.2,4,0.003573279778076996,1.6264992948628825,,2,t1:q2:r2|t3:q2:r0,5414840783ac360c
b0.2.0.2.1,b0.2.0.2,4,0.002832611276478241,1.8587841754925638,,2,t1:q2:r2|t3:q2:r0,5414840783ac360c
b0.2.0.2.2,b0.2.0.2,4,0.0026562116039936137,1.923082275627657,t4:q2:r1,3,t1:q2:r2|t3:q2:r0|t4:q2:r1,bdebb9817177e150
b0.2.0.2.3,b0.2.0.2,4,0.002333401845827326,2.0526559517931036,t4:q3:r2,3,t1:q2:r2|t3:q2:r0|t4:q3:r2,95bc5acd533d2887
b0.2.0.2.4,b0.2.0.2,4,0.0013532750388239054,2.597455564989536,t4:q4:r0,3,t1:q2:r2|t3:q2:r0|t4:q4:r0,87bcef3ac81f4921
b0.2.0.3.0,b0.2.0.3,4,0.002212029020653207,2.106072971028329,,1,t1:q2:r2,fb35b0c7b0cee53e
b0.2.0.3.1,b0.2.0.3,4,0.0017535202214620375,2.33835785165801,,1,t1:q2:r2,fb35b0c7b0cee53e
b0.2.0.3.2,b0.2.0.3,4,0.0016443204892821778,2.402655951793103,t4:q2:r0,2,t1:q2:r2|t4:q2:r0,a0110e55154bb9e7
b0.2.0.3.3,b0.2.0.3,4,0.001444485996166121,2.53222962795855,t4:q3:r1,2,t1:q2:r2|t4:q3:r1,759602478b982b6b
b0.2.0.3.4,b0.2.0.3,4,0.0008377411914874055,3.0770292411549827,t4:q4:r2,2,t1:q2:r2|t4:q4:r2,678bd5a17a265c32
b0.2.0.4.0,b0.2.0.4,4,0.0025834109257542016,1.9508725842247618,,2,t1:q2:r2|t3:q4:r2,4a595277a53adea1
b0.2.0.4.1,b0.2.0.4,4,0.0020479221820147,2.1831574648544434,,2,t1:q2:r2|t3:q4:r2,4a595277a53adea1
b0.2.0.4.2,b0.2.0.4,4,0.001920388691916285,2.2474555649895365,t4:q2:r1,3,t1:q2:r2|t3:q4:r2|t4:q2:r1,ed4b51b6baa2143a
b0.2.0.4.3,b0.2.0.4,4,0.0016870035925173063,2.377029241154983,t4:q3:r2,3,t1:q2:r2|t3:q4:r2|t4:q3:r2,54f9fcf83273be20
b0.2.0.4.4,b0.2.0.4,4,0.0009783912086306237,2.921828854351416,t4:q4:r0,3,t1:q2:r2|t3:q4:r2|t4:q4:r0,46a48c333bb06878
b0.2.1.0.0,b0.2.1.0,4,0.0038105821758231055,1.5622011947277892,,1,t1:q2:r2,fb35b0c7b0cee53e
b0.2.1.0.1,b0.2.1.0,4,0.0030207256950342655,1.7944860753574705,,1,t1:q2:r2,fb35b0c7b0cee53e
b0.2.1.0.2,b0.2.1.0,4,0.002832611276478241,1.8587841754925636,t4:q2:r0,2,t1:q2:r2|t4:q2:r0,a0110e55154bb9e7
b0.2.1.0.3,b0.2.1.0,4,0.0024883636420788397,1.9883578516580103,t4:q3:r1,2,t1:q2:r2|t4:q3:r1,759602478b982b6b
b0.2.1.0.4,b0.2.1.0,4,0.001443146370336518,2.533157464854443,t4:q4:r2,2,t1:q2:r2|t4:q4:r2,678bd5a17a265c32
b0.2.1.1.0,b0.2.1.1,4,0.0030207256950342655,1.7944860753574705,,2,t1:q2:r2|t3:q1:r2,c1a7b2d0a0d6da4f
b0.2.1.1.1,b0.2.1.1,4,0.0023945904598341975,2.0267709559871516,,2,t1:q2:r2|t3:q1:r2,c1a7b2d0a0d6da4f
b0.2.1.1.2,b0.2.1.1,4,0.002245468348954678,2.091069056122245,t4:q2:r1,3,t1:q2:r2|t3:q1:r2|t4:q2:r1,fc55121fe8c20cd6
b0.2.1.1.3,b0.2.1.1,4,0.001972576274540769,2.2206427322876916,t4:q3:r2,3,t1:q2:r2|t3:q1:r2|t4:q3:r2,11ca7c9306deb31c
b0.2.1.1.4,b0.2.1.1,4,0.0011440113666173106,2.765442345484124,t4:q4:r0,3,t1:q2:r2|t3:q1:r2|t4:q4:r0,ab7e65d3fa294b1c
b0.2.1.2.0,b0.2.1.2,4,0.002832611276478241,1.8587841754925638,,2,t1:q2:r2|t3:q2:r0,5414840783ac360c
b0.2.1.2.1,b0.2.1.2,4,0.0022454683489546777,2.091069056122245,,2,t1:q2:r2|t3:q2:r0,5414840783ac360c
b0.2.1.2.2,b0.2.1.2,4,0.002105632754632442,2.155367156257338,t4:q2:r1,3,t1:q2:r2|t3:q2:r0|t4:q2:r1,bdebb9817177e150
b0.2.1.2.3,b0.2.1.2,4,0.0018497349190503836,2.2849408324227847,t4:q3:r2,3,t1:q2:r2|t3:q2:r0|t4:q3:r2,95bc5acd533d2887
b0.2.1.2.4,b0.2.1.2,4,0.0010727685412901147,2.8297404456192177,t4:q4:r0,3,t1:q2:r2|t3:q2:r0|t4:q4:r0,87bcef3ac81f4921
b0.2.1.3.0,b0.2.1.3,4,0.0017535202214620377,2.33835785165801,,1,t1:q2:r2,fb35b0c7b0cee53e
b0.2.1.3.1,b0.2.1.3,4,0.001390051006730591,2.5706427322876917,,1,t1:q2:r2,fb35b0c7b0cee53e
b0.2.1.3.2,b0.2.1.3,4,0.0013034861665916137,2.6349408324227848,t4:q2:r0,2,t1:q2:r2|t4:q2:r0,a0110e55154bb9e7
b0.2.1.3.3,b0.2.1.3,4,0.0011450733151539118,2.7645145085882312,t4:q3:r1,2,t1:q2:r2|t4:q3:r1,759602478b982b6b
b0.2.1.3.4,b0.2.1.3,4,0.0006640944155384884,3.309314121784664,t4:q4:r2,2,t1:q2:r2|t4:q4:r2,678bd5a17a265c32
b0.2.1.4.0,b0.2.1.4,4,0.0020479221820146995,2.1831574648544434,,2,t1:q2:r2|t3:q4:r2,4a595277a53adea1
b0.2.1.4.1,b0.2.1.4,4,0.001623429405588449,2.4154423454841245,,2,t1:q2:r2|t3:q4:r2,4a595277a53adea1
b0.2.1.4.2,b0.2.1.4,4,0.0015223310240965278,2.4797404456192176,t4:q2:r1,3,t1:q2:r2|t3:q4:r2|t4:q2:r1,ed4b51b6baa2143a
b0.2.1.4.3,b0.2.1.4,4,0.001337321927306655,2.6093141217846645,t4:q3:r2,3,t1:q2:r2|t3:q4:r2|t4:q3:r2,54f9fcf83273be20
b0.2.1.4.4,b0.2.1.4,4,0.0007755905337660806,3.154113734981097,t4:q4:r0,3,t1:q2:r2|t3:q4:r2|t4:q4:r0,46a48c333bb06878
b0.2.2.0.0,b0.2.2.0,4,0.0035732797780769964,1.6264992948628825,,2,t1:q2:r2|t2:q2:r0,03913403d9ecc593
b0.2.2.0.1,b0.2.2.0,4,0.0028326112764782414,1.8587841754925638,,2,t1:q2:r2|t2:q2:r0,03913403d9ecc593
b0.2.2.0.2,b0.2.2.0,4,0.002656211603993614,1.923082275627657,t4:q2:r1,3,t1:q2:r2|t2:q2:r0|t4:q2:r1,df6c2b9fdc250992
b0.2.2.0.3,b0.2.2.0,4,0.002333401845827326,2.0526559517931036,t4:q3:r2,3,t1:q2:r2|t2:q2:r0|t4:q3:r2,c69d7d23b6b066ba
b0.2.2.0.4,b0.2.2.0,4,0.0013532750388239056,2.597455564989536,t4:q4:r0,3,t1:q2:r2|t2:q2:r0|t4:q4:r0,6f61667ea22ff5b6
b0.2.2.1.0,b0.2.2.1,4,0.0028326112764782414,1.8587841754925638,,3,t1:q2:r2|t2:q2:r0|t3:q1:r0,56b1f593f7b26c6b
b0.2.2.1.1,b0.2.2.1,4,0.002245468348954678,2.091069056122245,,3,t1:q2:r2|t2:q2:r0|t3:q1:r0,56b1f593f7b26c6b
b0.2.2.1.2,b0.2.2.1,4,0.0021056327546324425,2.155367156257338,t4:q2:r2,4,t1:q2:r2|t2:q2:r0|t3:q1:r0|t4:q2:r2,34998040f2094880
b0.2.2.1.3,b0.2.2.1,4,0.001849734919050384,2.2849408324227847,t4:q3:r0,4,t1:q2:r2|t2:q2:r0|t3:q1:r0|t4:q3:r0,c180e39bef4033eb
b0.2.2.1.4,b0.2.2.1,4,0.001072768541290115,2.8297404456192177,t4:q4:r1,4,t1:q2:r2|t2:q2:r0|t3:q1:r0|t4:q4:r1,a51f2227934cd1d3
b0.2.2.2.0,b0.2.2.2,4,0.002656211603993614,1.9230822756276569,,3,t1:q2:r2|t2:q2:r0|t3:q2:r1,61113d9b5754cb68
b0.2.2.2.1,b0.2.2.2,4,0.002105632754632442,2.155367156257338,,3,t1:q2:r2|t2:q2:r0|t3:q2:r1,61113d9b5754cb68
b0.2.2.2.2,b0.2.2.2,4,0.0019745053629658155,2.2196652563924313,t4:q2:r2,4,t1:q2:r2|t2:q2:r0|t3:q2:r1|t4:q2:r2,395dab27240218bc
b0.2.2.2.3,b0.2.2.2,4,0.0017345434571602997,2.3492389325578777,t4:q3:r0,4,t1:q2:r2|t2:q2:r0|t3:q2:r1|t4:q3:r0,b2ff659f34e5396f
b0.2.2.2.4,b0.2.2.2,4,0.0010059623328608866,2.8940385457543107,t4:q4:r1,4,t1:q2:r2|t2:q2:r0|t3:q2:r1|t4:q4:r1,7477231370ae6a6d
b0.2.2.3.0,b0.2.2.3,4,0.001644320489282178,2.402655951793103,,2,t1:q2:r2|t2:q2:r0,03913403d9ecc593
b0.2.2.3.1,b0.2.2.3,4,0.0013034861665916137,2.6349408324227848,,2,t1:q2:r2|t2:q2:r0,03913403d9ecc593
b0.2.2.3.2,b0.2.2.3,4,0.0012223121153603844,2.699238932557878,t4:q2:r1,3,t1:q2:r2|t2:q2:r0|t4:q2:r1,df6c2b9fdc250992
b0.2.2.3.3,b0.2.2.3,4,0.001073764357429515,2.8288126087233243,t4:q3:r2,3,t1:q2:r2|t2:q2:r0|t4:q3:r2,c69d7d23b6b066ba
b0.2.2.3.4,b0.2.2.3,4,0.0006227382159170897,3.3736122219197573,t4:q4:r0,3,t1:q2:r2|t2:q2:r0|t4:q4:r0,6f61667ea22ff5b6
b0.2.2.4.0,b0.2.2.4,4,0.001920388691916285,2.2474555649895365,,3,t1:q2:r2|t2:q2:r0|t3:q4:r0,b81ec04f20e6d555
b0.2.2.4.1,b0.2.2.4,4,0.001522331024096528,2.4797404456192176,,3,t1:q2:r2|t2:q2:r0|t3:q4:r0,b81ec04f20e6d555
b0.2.2.4.2,b0.2.2.4,4,0.001427528501670053,2.5440385457543107,t4:q2:r2,4,t1:q2:r2|t2:q2:r0|t3:q4:r0|t4:q2:r2,8c57fd116a9ca18f
b0.2.2.4.3,b0.2.2.4,4,0.001254040768348374,2.6736122219197576,t4:q3:r0,4,t1:q2:r2|t2:q2:r0|t3:q4:r0|t4:q3:r0,5a9ff4bd7305d798
b0.2.2.4.4,b0.2.2.4,4,0.00072729096040965,3.21841183511619,t4:q4:r1,4,t1:q2:r2|t2:q2:r0|t3:q4:r0|t4:q4:r1,92def26fbd6247ef
b0.2.3.0.0,b0.2.3.0,4,0.003139018599755491,1.7560729710283292,,1,t1:q2:r2,fb35b0c7b0cee53e
b0.2.3.0.1,b0.2.3.0,4,0.0024883636420788397,1.9883578516580105,,1,t1:q2:r2,fb35b0c7b0cee53e
b0.2.3.0.2,b0.2.3.0,4,0.002333401845827326,2.0526559517931036,t4:q2:r0,2,t1:q2:r2|t4:q2:r0,a0110e55154bb9e7
b0.2.3.0.3,b0.2.3.0,4,0.002049823201556747,2.1822296279585505,t4:q3:r1,2,t1:q2:r2|t4:q3:r1,759602478b982b6b
b0.2.3.0.4,b0.2.3.0,4,0.0011888113389596272,2.727029241154983,t4:q4:r2,2,t1:q2:r2|t4:q4:r2,678bd5a17a265c32
b0.2.3.1.0,b0.2.3.1,4,0.00248836364207884,1.9883578516580103,,2,t1:q2:r2|t3:q1:r2,c1a7b2d0a0d6da4f
b0.2.3.1.1,b0.2.3.1,4,0.001972576274540769,2.2206427322876916,,2,t1:q2:r2|t3:q1:r2,c1a7b2d0a0d6da4f
b0.2.3.1.2,b0.2.3.1,4,0.001849734919050384,2.2849408324227847,t4:q2:r1,3,t1:q2:r2|t3:q1:r2|t4:q2:r1,fc55121fe8c20cd6
b0.2.3.1.3,b0.2.3.1,4,0.0016249363822950164,2.4145145085882316,t4:q3:r2,3,t1:q2:r2|t3:q1:r2|t4:q3:r2,11ca7c9306deb31c
b0.2.3.1.4,b0.2.3.1,4,0.0009423948342926749,2.959314121784664,t4:q4:r0,3,t1:q2:r2|t3:q1:r2|t4:q4:r0,ab7e65d3fa294b1c
b0.2.3.2.0,b0.2.3.2,4,0.0023334018458273263,2.0526559517931036,,2,t1:q2:r2|t3:q2:r0,5414840783ac360c
b0.2.3.2.1,b0.2.3.2,4,0.001849734919050384,2.284940832422785,,2,t1:q2:r2|t3:q2:r0,5414840783ac360c
b0.2.3.2.2,b0.2.3.2,4,0.0017345434571602997,2.349238932557878,t4:q2:r1,3,t1:q2:r2|t3:q2:r0|t4:q2:r1,bdebb9817177e150
b0.2.3.2.3,b0.2.3.2,4,0.0015237441544643162,2.4788126087233247,t4:q3:r2,3,t1:q2:r2|t3:q2:r0|t4:q3:r2,95bc5acd533d2887
b0.2.3.2.4,b0.2.3.2,4,0.0008837075934768031,3.0236122219197576,t4:q4:r0,3,t1:q2:r2|t3:q2:r0|t4:q4:r0,87bcef3ac81f4921
b0.2.3.3.0,b0.2.3.3,4,0.001444485996166121,2.53222962795855,,1,t1:q2:r2,fb35b0c7b0cee53e
b0.2.3.3.1,b0.2.3.3,4,0.0011450733151539118,2.7645145085882317,,1,t1:q2:r2,fb35b0c7b0cee53e
b0.2.3.3.2,b0.2.3.3,4,0.001073764357429515,2.8288126087233247,t4:q2:r0,2,t1:q2:r2|t4:q2:r0,a0110e55154bb9e7
b0.2.3.3.3,b0.2.3.3,4,0.0009432696287609648,2.958386284888771,t4:q3:r1,2,t1:q2:r2|t4:q3:r1,759602478b982b6b
b0.2.3.3.4,b0.2.3.3,4,0.0005470567556829507,3.503185898085204,t4:q4:r2,2,t1:q2:r2|t4:q4:r2,678bd5a17a265c32
b0.2.3.4.0,b0.2.3.4,4,0.0016870035925173063,2.3770292411549834,,2,t1:q2:r2|t3:q4:r2,4a595277a53adea1
b0.2.3.4.1,b0.2.3.4,4,0.0013373219273066551,2.6093141217846645,,2,t1:q2:r2|t3:q4:r2,4a595277a53adea1
b0.2.3.4.2,b0.2.3.4,4,0.001254040768348374,2.6736122219197576,t4:q2:r1,3,t1:q2:r2|t3:q4:r2|t4:q2:r1,ed4b51b6baa2143a
b0.2.3.4.3,b0.2.3.4,4,0.0011016370228965572,2.8031858980852045,t4:q3:r2,3,t1:q2:r2|t3:q4:r2|t4:q3:r2,54f9fcf83273be20
b0.2.3.4.4,b0.2.3.4,4,0.0006389031908910696,3.347985511281637,t4:q4:r0,3,t1:q2:r2|t3:q4:r2|t4:q4:r0,46a48c333bb06878
b0.2.4.0.0,b0.2.4.0,4,0.0018204989102281815,2.300872584224762,,2,t1:q2:r2|t2:q4:r2,660499281d27d5ad
b0.2.4.0.1,b0.2.4.0,4,0.0014431463703365181,2.533157464854443,,2,t1:q2:r2|t2:q4:r2,660499281d27d5ad
b0.2.4.0.2,b0.2.4.0,4,0.0013532750388239058,2.597455564989536,t4:q2:r1,3,t1:q2:r2|t2:q4:r2|t4:q2:r1,27cb685ceaddc9e3
b0.2.4.0.3,b0.2.4.0,4,0.0011888113389596274,2.727029241154983,t4:q3:r2,3,t1:q2:r2|t2:q4:r2|t4:q3:r2,cbbe4d5c00eb0232
b0.2.4.0.4,b0.2.4.0,4,0.0006894606318074974,3.2718288543514156,t4:q4:r0,3,t1:q2:r2|t2:q4:r2|t4:q4:r0,d8b3884adb87db66
b0.2.4.1.0,b0.2.4.1,4,0.0014431463703365181,2.533157464854443,,3,t1:q2:r2|t2:q4:r2|t3:q1:r0,927e7d83786f3091
b0.2.4.1.1,b0.2.4.1,4,0.0011440113666173106,2.765442345484124,,3,t1:q2:r2|t2:q4:r2|t3:q1:r0,927e7d83786f3091
b0.2.4.1.2,b0.2.4.1,4,0.001072768541290115,2.8297404456192172,t4:q2:r2,4,t1:q2:r2|t2:q4:r2|t3:q1:r0|t4:q2:r2,1aa6158d641838e2
b0.2.4.1.3,b0.2.4.1,4,0.0009423948342926749,2.959314121784664,t4:q3:r0,4,t1:q2:r2|t2:q4:r2|t3:q1:r0|t4:q3:r0,975d080acb3ca21a
b0.2.4.1.4,b0.2.4.1,4,0.0005465494116435368,3.5041137349810967,t4:q4:r1,4,t1:q2:r2|t2:q4:r2|t3:q1:r0|t4:q4:r1,7ee42a11a1588a01
b0.2.4.2.0,b0.2.4.2,4,0.0013532750388239056,2.597455564989536,,3,t1:q2:r2|t2:q4:r2|t3:q2:r1,b794280d30cef0b2
b0.2.4.2.1,b0.2.4.2,4,0.001072768541290115,2.8297404456192177,,3,t1:q2:r2|t2:q4:r2|t3:q2:r1,b794280d30cef0b2
